id,question1,question2,is_duplicate
1861,Work Phone #,Yes,0
1862,Fax No.,(229) 460 6751,1
1863,C. Information About the Patient (if different from Insured/Policyholder) Check one:,CLAUSEN,1
1864,Social Security Number,5410796314,0
1865,Date of Visit/Admission (mm/dd/yy),04-13-17,1
1866,Delivery Type:,,0
1867,"If yes, on what date (mm/dd/yy)?",No,1
1868,"If yes, date hospitalized (mm/dd/yy):",No,0
1869,Number of hours worked on date last worked,,0
1870,Date Hospitalized (mm/dd/yy):,Vaginal C-Section,1
1871,"Patient's Name (Last Name, Suffix, First Name, MI)",Jefferson Hospital,0
1872,Work Telephone Number,01 28 75,0
1873,EE Name:,491 22 7531,0
1874,Occupation,LAWYER,1
1875,"If yes, please explain how:",06 13 83,0
1876,Address,4462 Ritter Street,1
1877,"Patient's Name (Last Name, First Name, MI, Suffix)",Birmingham,0
1878,Date of Birth (mm/dd/yy),Lifting heavy objects,0
1879,through (mm/dd/yy):,No,0
1880,Relationship,WIFE,0
1881,Preferred e-mail address (for confirmation purposes only),,0
1882,"If known, please check all type of coverage you have with Unum.",,0
1883,Social Security Number,"ARANDA, ELMER, F",0
1884,"Employee Name (Last Name, Suffix, First Name, MI)",No,0
1885,Part-time hours per week,No,1
1886,Has the patient been treated for the same or a similar condition by another physician in the past?,No,1
1887,Date you were first treated by a physician (mm/dd/yy),Herniated Disc,0
1888,"If yes, indicate date (mm/dd/yy):",Yes,0
1889,Accident Policy Number,Spouse/Domestic Partner,0
1890,"If yes, as of (mm/dd/yy):",Yes,0
1891,Gender,Male,0
1892,Language Preference,Short Term Disability,1
1893,Primary ICD Code:,Vaginal C-Section,0
1894,Date the injury occurred (mm/dd/yy),Male,0
1895,EE Name:,669513,1
1896,Diagnosis:,03-12-18,0
1897,Cellular Telephone Number,Unknown,0
1898,Home Address,I was at Working trying to bring a box of tools into my workplace.,0
1899,Preferred e-mail address (for confirmation purposes only),Yes,0
1900,Date of next office visit (mm/dd/yy):,,0
1901,Delivery Type:,976 587 1052,1
1902,What is the name of your medical condition(s)?,09-10-18,1
1903,Is the patient's condition due to injury or sickness involving the patient's employment?,Surgery -Repair rotator cuff L-Shoulder,0
1904,Date Signed,,0
1905,"Patient Name (Last Name, First Name, MI, Suffix)","Maroun, Margarita B",1
1906,Did you advise your patient to stop working?,04-13-17,1
1907,Relationship,M,0
1908,Lanuage Preference,Group Short Term Disability,1
1909,State,LAWNDALE,1
1910,Cellular Telephone Number,04-13-17,0
1911,"If yes, how much do you want withheld from each check? (whole dollar amount) $",No,0
1912,Lanuage Preference,No,0
1913,What is your medical condition?,Life Insurance,0
1914,To (mm/dd/yy):,MD,0
1915,"If yes, please provide treatment dates (mm/dd/yy): From",Unknown,1
1916,Date (mm/dd/yyyy),07-14-2018,0
1917,Home Address (Street/PO Box),F,0
1918,through (mm/dd/yy):,Herniated Disc,0
1919,Date of Visit for this condition (mm/dd/yy),,0
1920,"If the employee is released to return-to-work in restricted duty, are you willing to discuss accommodations?",Yes,1
1921,Other person:,'S',0
1922,Are you currently self-employed,Herniated Disc,0
1923,City,559 65 7651,0
1924,Social Security Number,josephNclausen@jour.com,0
1925,"If known, please check all type of coverage you have with Unum.",Left knee pain,0
1926,Date Surgery Performed (mm/dd/yy):,12-18-18,0
1927,MI,,0
1928,Date of Hire (mm/dd/yy),11-16-2017,1
1929,Date of Discharge (mm/dd/yy),(456) 672-5040,0
1930,Customer #:,,0
1931,EE DOB:,572617254,0
1932,Are you currently working with the Employer listed on this application?,Yes,1
1933,Date Hospitalized (mm/dd/yy):,Yes,0
1934,"2. For other than pregnancy, is your disability caused by",Herniated Disc,1
1935,Date,CLAUSEN JOSEPH N,0
1936,Gender,,0
1937,"If yes, what was the last day that you worked? (mm/dd/yy)",CLAUSEN,0
1938,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",No,1
1939,What symptoms is your patient reporting about his/her condition?,,0
1940,Zip,859-817-7848,0
1941,What is the name of your medical condition(s)?,,0
1942,"Name (First, Middle, Last)",211085,0
1943,Are there any cognitive deficits or psychiatric conditions that imapact function?,Unknown,0
1944,Expected Delivery Date (mm/dd/yy):,976 587 1052,1
1945,Patient Telephone Number,L 4-5 disc herniation resulting in R Ls radiculopathy,0
1946,"If yes, please explain how:",04-18-17,0
1947,Spouse/Partner's Date of Birth (mm/dd/yy),08 10 68,0
1948,Employee (Applicant) Signature,DENNIS WHITE,0
1949,Actual Delivery Date (mm/dd/yy):,976 587 1052,1
1950,Address,35203,0
1951,Are you currently self-employed,YA,0
1952,Date Signed,"CLAUSEN, JOSEPH N.",0
1953,"If yes, employer name",4,0
1954,Physician Signature,41017,0
1955,Patient Telephone Number,M51.26,0
1956,please initial here,2,0
1957,Home Phone #,Wellness,0
1958,Date,617-54-1889,0
1959,Degree,No,0
1960,Relationship,40,1
1961,What is your expected delivery date? (mm/dd/yy),Jefferson Hospital,0
1962,Suffix,JOSEPH,1
1963,Suffix,p.m.,0
1964,Home Address,MARIA D. WILLOUGHBY,0
1965,Treating Physician Telephone Number,,0
1966,Medical Specialty,04-20-17,0
1967,What diagnostic or clinical findings support your diagnosis?,"No improvement despite medicine, injection and Theraphy",1
1968,SS #:,491 22 7531,1
1969,ICD Code:,m25.512 m75.102,0
1970,Telephone No.,(456) 672-5040,1
1971,"If yes, what is the relationship",Yes,0
1972,Date of Birth (mm/dd/yy),104 42 7346,1
1973,Fax Number,No,0
1974,Employee (Applicant) Signature,8,0
1975,Date Hospitalized (mm/dd/yy):,m25.512 m75.102,0
1976,through (mm/dd/yy),Yes,0
1977,Social Security Number,SELF,1
1978,"Employee/Individual's Name (Last Name, Suffix, First Name, MI)",06 13 83,0
1979,Address,(456) 672-5040,0
1980,What are the other conditions that prevent the patient from working,04-13-17,0
1981,Has the patient been treated for the same or a similar condition by another physician in the past?,859-817-7848,0
1982,2. Have you (applicant) or your spouse (if applying) been diagnosed with or received treatment for Acquired Immune Deficiency Syndrome (AIDS)?,5,0
1983,Telephone Number,20115,0
1984,Customer #:,"ROSEN , ALBERT , K",0
1985,Social Security Number,Spanish,0
1986,MI,01 28 75,1
1987,First Name,EDITH,1
1988,Home Address (Street/PO Box),4536 CONCORD STREET,1
1989,Expected return to work date (mm/dd/yy):,Part Time,1
1990,CURRENT LIMITATIONS (activities patient cannot do),04-15-17,0
1991,Treating Physician Name,,0
1992,Does the spouse live in the US?,28090,0
1993,City,AL,1
1994,Date of Birth (mm/dd/yy),Vaginal C-Section,0
1995,Zip,859-301-2663,1
1996,ICD Code:,No,1
1997,Printed Name,MARGARITA MARDUN,1
1998,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",Arlington Heights,0
1999,DSM-IV: I,m25.512 m75.102,1
2000,4. Have you been hospitalized?,Group Short Term Disability,0
2001,"If no, please explain why you are not filing a Workers' Compensation claim",,0
2002,Printed Name,910-734-7634,0
2003,Home Address,1739 DEANS LANE,1
2004,Has the patient been hospitalized?,,0
2005,"If yes, on what date (mm/dd/yy)?",Vaginal C-Section,1
2006,Date Signed,SELF,0
2007,Primary Diagnosis:,M51.26,1
2008,Lanuage Preference,97 W Main St,0
2009,Employer Name,Yes,0
2010,Date,02 18 67,0
2011,Cost per pay period,WIFE,0
2012,Spouse/Partner's Name,07-01-66,1
2013,Date (mm/dd/yyyy),6,0
2014,"If you hane delivered, what was your delivery date? (mm/dd/yy)",No,0
2015,Are there any cognitive deficits or psychiatric conditions that imapact function?,04-18-17,0
2016,Date of first visit for this pregnancy (mm/dd/yy):,Vaginal C-Section,1
2017,Address,Arlington Heights,1
2018,Is he/she employed?,No,1
2019,Employee's Name (Last Name,Yes,0
2020,Date Signed,04-15-17,0
2021,Name,495 202 8689,0
2022,State,Yes,0
2023,through (mm/dd/yy):,09-10-18 afternoon,1
2024,Actual Delivery Date (mm/dd/yy,859-817-7848,0
2025,Employer Name,MARIA D. WILLOUGHBY,0
2026,Application Type:,Yes,0
2027,Have you advised the patient to return to work?,,0
2028,Telephone Number where we can reach you,No,0
2029,"If yes, please explain how:",Yes,1
2030,Preferred e-mail address (for confirmation purposes only),N,0
2031,"If known, please check all type of coverage you have with Unum.",N,0
2032,Date Last Worked (mm/dd/yy),At work co-worker push back on me while turning shoulder,0
2033,CURRENT RESTRICTIONS (activities patient should not do),No driving Limited use of Left Shoulder,1
2034,Social Security Number,HUSBAND,1
2035,Work Phone #,11-16-2017,0
2036,Name of Person Completing Form,495 202 8689,1
2037,Zip,432 343 1836,1
2038,Customer Policy #:,139894,0
2039,Work Telephone Number,,0
2040,"2. For other than pregnancy, is your disability caused by",English,0
2041,Relationship,09/21/1973,0
2042,Patient's Weight,Vaginal C-Section,0
2043,What is your treatment plan?,Arthroscopy L Shouler,0
2044,Telephone Number where we can reach you,09-10-18,0
2045,ICD Code:,04-13-17,0
2046,What is your treatment plan?,Percocel 51325,1
2047,Fax Number,61-1274265,0
2048,Other Family Member:,03-12-18,0
2049,Has the patient been hospitalized?,Jefferson Hills,0
2050,Federal Income Tax:,Yes,1
2051,EE Name:,572617254,0
2052,Actual Delivery Date (mm/dd/yy):,06 13 83,0
2053,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,"Maroun, Margarita B",0
2054,Telephone No.,Orthopedic,1
2055,"If the employee is released to return-to-work in restricted duty, are you willing to discuss accommodations?",,0
2056,When did you first notice the symptoms?,04-13-17,0
2057,What were your first symptoms,06 13 83,0
2058,Telephone Number,495 202 8689,1
2059,Customer Policy #:,,0
2060,Was this a motor vehicle accident?,,0
2061,Has the patient been treated for the same/similar condition in the past?,Rotator Cuff Tear L-Shoulder,0
2062,Physician Signature,,0
2063,Date Signed,559-65-7651,0
2064,Date of Visit for this condition (mm/dd/yy),06 13 83,0
2065,Home Address,5410796314,0
2066,SS #:,572617254,1
2067,Zip,Severe Pain,0
2068,State,MINNEAPOLIS,1
2069,Physician Signature,'S',1
2070,Customer #:,"HAYES, PAMELA, A",0
2071,Language Preference,CLAUSEN,0
2072,Date Signed,104028783,0
2073,Physician's Tax ID Number:,859-817-7848,0
2074,Date,,0
2075,Is the patient's condition work related?,,0
2076,Employee Name:,'S',0
2077,Was surgery performed?,,0
2078,EE DOB:,491 22 7531,0
2079,Date of Visit/Admission (mm/dd/yy),Yes,0
2080,Is the patient's condition work related?,L 4-5 disc herniation resulting in R Ls radiculopathy,0
2081,Employer Name,LAWNDALE,0
2082,"If yes, on what date (mm/dd/yy)?","CRAIG, THOMAS",0
2083,Date of Birth (mm/dd/yy),559 65 7651,0
2084,Gender,04-13-17,0
2085,Language Preferences,,0
2086,State,04-15-17,0
2087,"If yes, what is the relationship",Limited Use of Left Shoulder,0
2088,Date of Hire (mm/dd/yy),211085,1
2089,Insured's Signature,'S',1
2090,Date of Birth (mm/dd/yy),905 331 8089,1
2091,Social Security Number,11-16-2017,0
2092,Scheduled NUmber of Work Hours/week,Yes,1
2093,Primary beneficiary,40,1
2094,Employee (Applicant) Signature,No,1
2095,Apt. #,5,0
2096,Zip,35203,1
2097,5. Last day you were at work (mm/dd/yy),,0
2098,MI,N,1
2099,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,Yes,1
2100,ft.,5,1
2101,Full Time Part Time,08 10 68,0
2102,Did you advise your patient to stop working?,m75.102,0
2103,please initial here,"LIFTING, BENDING, SQUATTING, SITTING TOO LONG.",1
2104,Where there any complications causing you to stop work prior to your expected delivery date?,(456) 672-5040,0
2105,"If your patient has CURRENT RESTRICTIONS (activities patient should not do) and/or LIMITATIONS (activities patient cannot do) list below. Please be specific and understand that a reply of ""no work"" or ""totally disabled"" will not enable us to evaluate your patient's claim for benefits and may result in us having to contact you for clarification.",09/20/18,0
2106,St/PO Box,40,0
2107,through (mm/dd/yy),Jefferson Hospital,1
2108,Employer,"WILLOUGHBY, MARIA D.",1
2109,"If the employee is released to return-to-work in restricted duty, are you willing to discuss accommodations?",495 202 8689,0
2110,Date of first visit for this pregnancy (mm/dd/yy):,104 02 8783,0
2111,Number of hours worked on date last worked,I was at Working trying to bring a box of tools into my workplace.,0
2112,Contingent beneficiary,DOROTHY R WHITE,0
2113,Date Signed,09-19-18,1
2114,Group Policy #:,860191,1
2115,Other Family Member:,432-561-1937,0
2116,"If yes, please explain how:",,0
2117,Actual Delivery Date (mm/dd/yy):,"CRAIG, THOMAS",0
2118,Confinement Dates: (mm/dd/yy),WHITE PLAINS,0
2119,What percentage of the Short Term Disability benefit is taxable?,Yes,1
2120,Part-time hours per week:,No,0
2121,Home Address (Street/PO Box),28090,0
2122,Have you filed a Workers' Compensation claim?,(456) 672-5040,0
2123,"If yes, have you filed a Worker's Compensation claim?",Yes,1
2124,Zip,04-18-17,0
2125,Part-time hours per day,,0
2126,Degree/Specialty,,0
2127,Degree,560 SOUTH LOOP ROAD,1
2128,Fax Number,'S',0
2129,Social Security Number,4536 CONCORD STREET,1
2130,(Telephone Number),910-734-7634,0
2131,Full Time (mm/dd/yy):,No,0
2132,EE DOB:,08-15-47,1
2133,Spouse DOB,08-15-47,1
2134,Other person:,432-561-1937,0
2135,Date of Accident,,0
2136,Through,Unknown,1
2137,ICD Code:,L Shoulder Strain,0
2138,What is the name of your medical condition(s)?,B,0
2139,Date of next visit for this condition (mm/dd/yy),09-19-18,0
2140,Date of Hire (mm/dd/yy),686-05-0758,0
2141,Were there any complications causing you to stop work prior to your expected delivery date?,Yes,0
2142,Is this a work related injury or accident?,,0
2143,Date od Birth (mm/dd/yy),,0
2144,Date of Visit/Admission (mm/dd/yy),Pre Opt,1
2145,Date of Accident,03-11-18,1
2146,Marital Status:,,0
2147,Provider Name,(456) 672-5040,0
2148,Have you advise the patient to return to work?,Full Time,1
2149,Treating Physician Telephone Number,03-12-18,0
2150,Where and how did the injury occur?,04-12-17,1
2151,"If yes, what procedure was performed?",04-13-17,1
2152,Zip,5,0
2153,Address,Yes,0
2154,Address,No,0
2155,Zip,41017,1
2156,Time of Accident,p.m.,1
2157,Date of Birth (mm/dd/yy),06 13 83,0
2158,Gender,IL,1
2159,Patient Telephone Number,Vaginal C-Section,0
2160,Number of Hours Worked on Date Last Worked,,0
2161,Did you advice your patient to stop working?,09/10 - 09/18/18,1
2162,Signature of Physician,04-20-17,0
2163,State,Birmingham,0
2164,"Insured/Policyholder Name (Last Name, First Name, MI, Suffix)",02 18 67,1
2165,Group Policy #:,494172,1
2166,Date of Birth (mm/dd/yy),02 18 67,1
2167,IV,976 587 1052,0
2168,"Patient's Name (Last Name, First Name, MI, Suffix)",,0
2169,Confinement Dates: (mm/dd/yy),03-12-18,1
2170,Employee (Applicant) Signature,'S',1
2171,Cellular Telephone Number,915 704 8912,1
2172,Zip,456-672-5040,0
2173,Fax Number,495 202 8689,1
2174,Employer Name,I was at work trying to lift a box of tools but it was a bit too heavy for me. My back felt a sharp pain afterwards,0
2175,Telephone No.,Jefferson Hospital,0
0,Secondary Diagnosis:,M51.26,1
1,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",p.m.,0
2,Other person:,914-890-5521,0
3,[Optional Employee selected benefit],,0
4,Language Preferences,English,1
5,Degree,Yes,0
6,Are you currently self-employed,No,1
7,State,(456) 672-5040,0
8,Address,565 Coal Valley Rd,0
9,through (mm/dd/yy):,,0
10,State Income Tax,'S',0
11,Was this a motor vehicle accident?,No,0
12,Preferred e-mail address (for confirmation purposes only),Group Short Term Disability,0
13,Employee ID/Payroll #,40,0
14,Treating Physician Name,859-301-2663,0
15,Part Time (mm/dd/yy),,0
16,"If yes, as of what date? (mm/dd/yy)",Blank,1
17,Printed Name,617-54-1889,1
18,"Name of Patient (Last Name, Suffix, First Name, MI)",Vaginal C-Section,0
19,Date of Birth (mm/dd/yy),06 13 87,0
20,Home Address,04-13-17,0
21,Facility Name,,0
22,"If yes, what is the relationship?",'S',1
23,City,03-11-18,0
24,"If yes, as of what date? (mm/dd/yy)",03 12 18,1
25,Telephone Number,MD,0
26,"Insured's Name (Last Name, Suffix, First Name, MI)",,0
27,Gender,09-10-18,0
28,Actual Delivery Date (mm/dd/yy,"LARKIN , MATTHEW J.",1
29,Where and how did the injury occur?,At work co-worker push back on me while turning shoulder,1
30,"Employee Name (Last Name, Suffix, First Name, MI)",,0
31,Is this condition the result of his/her employment,Blank,0
32,[Optional Employee selected benefit],192-78-2587,0
33,Has the patient been hospitalized?,905 331 8089,0
34,Zip,60005,1
35,Were there any complications causing your patient to stop working prior to her expected delivery date?,,0
36,Date you were first treated by a physician (mm/dd/yy),04-13-17,0
37,Date of Birth (mm/dd/yy),Married,0
38,Where there any complications causing you to stop work prior to your expected delivery date?,06 13 83,1
